COG	COG term
COG5378	[R] COG5378 Predicted nucleotide-binding protein
COG5379	[I] COG5379 S-adenosylmethionine:diacylglycerol 3-amino-3-carboxypropyl transferase
COG5380	[O] COG5380 Lipase chaperone
COG5381	[S] COG5381 Uncharacterized protein conserved in bacteria
COG5383	[S] COG5383 Uncharacterized protein conserved in bacteria
COG5384	[J] COG5384 U3 small nucleolar ribonucleoprotein component
COG5385	[S] COG5385 Uncharacterized protein conserved in bacteria
COG5386	[M] COG5386 Cell surface protein
COG5387	[O] COG5387 Chaperone required for the assembly of the mitochondrial F1-ATPase
COG5388	[S] COG5388 Uncharacterized protein conserved in bacteria
COG5389	[S] COG5389 Uncharacterized protein conserved in bacteria
COG5391	[UR] COG5391 Phox homology (PX) domain protein
COG5393	[S] COG5393 Predicted membrane protein
COG5394	[S] COG5394 Uncharacterized protein conserved in bacteria
COG5395	[S] COG5395 Predicted membrane protein
COG5397	[S] COG5397 Uncharacterized conserved protein
COG5398	[P] COG5398 Heme oxygenase
COG5399	[S] COG5399 Uncharacterized protein conserved in archaea
COG5400	[S] COG5400 Uncharacterized protein conserved in bacteria
COG5401	[R] COG5401 Spore germination protein
COG5402	[S] COG5402 Uncharacterized conserved protein
COG5403	[S] COG5403 Uncharacterized conserved protein
COG5404	[D] COG5404 SOS-response cell division inhibitor, blocks FtsZ ring formation
COG5405	[O] COG5405 ATP-dependent protease HslVU (ClpYQ), peptidase subunit
COG5406	[KLB] COG5406 Nucleosome binding factor SPN, SPT16 subunit
COG5407	[U] COG5407 Preprotein translocase subunit Sec63
COG5408	[T] COG5408 SPX domain-containing protein
COG5409	[T] COG5409 EXS domain-containing protein
COG5410	[S] COG5410 Uncharacterized protein conserved in bacteria
COG5411	[T] COG5411 Phosphatidylinositol 5-phosphate phosphatase
COG5412	[S] COG5412 Phage-related protein
COG5413	[S] COG5413 Uncharacterized integral membrane protein
COG5414	[K] COG5414 TATA-binding protein-associated factor
COG5415	[R] COG5415 Predicted integral membrane metal-binding protein
COG5416	[S] COG5416 Uncharacterized integral membrane protein
COG5417	[S] COG5417 Uncharacterized small protein
COG5418	[S] COG5418 Predicted secreted protein
COG5419	[S] COG5419 Uncharacterized conserved protein
COG5420	[S] COG5420 Uncharacterized conserved small protein containing a coiled-coil domain
COG5421	[L] COG5421 Transposase
COG5422	[T] COG5422 RhoGEF, Guanine nucleotide exchange factor for Rho/Rac/Cdc42-like GTPases
COG5423	[S] COG5423 Predicted metal-binding protein
COG5424	[H] COG5424 Pyrroloquinoline quinone (Coenzyme PQQ) biosynthesis protein C
COG5425	[E] COG5425 Usg protein, probable subunit of phosphoribosylanthranilate isomerase
COG5426	[S] COG5426 Uncharacterized membrane protein
COG5427	[S] COG5427 Uncharacterized membrane protein
COG5428	[S] COG5428 Uncharacterized conserved small protein
COG5429	[S] COG5429 Uncharacterized secreted protein
COG5430	[S] COG5430 Uncharacterized secreted protein
COG5431	[S] COG5431 Uncharacterized metal-binding protein
COG5432	[T] COG5432 RING-finger-containing E3 ubiquitin ligase
COG5433	[L] COG5433 Transposase
COG5434	[M] COG5434 Endopolygalacturonase
COG5435	[S] COG5435 Uncharacterized conserved protein
COG5436	[S] COG5436 Predicted integral membrane protein
COG5437	[S] COG5437 Predicted secreted protein
COG5438	[S] COG5438 Predicted multitransmembrane protein
COG5439	[S] COG5439 Uncharacterized conserved protein
COG5440	[S] COG5440 Uncharacterized conserved protein
COG5441	[S] COG5441 Uncharacterized conserved protein
COG5442	[N] COG5442 Flagellar biosynthesis regulator FlaF
COG5443	[N] COG5443 Flagellar biosynthesis regulator FlbT
COG5444	[S] COG5444 Uncharacterized conserved protein
COG5445	[S] COG5445 Predicted secreted protein
COG5446	[S] COG5446 Predicted integral membrane protein
COG5447	[S] COG5447 Uncharacterized conserved protein
COG5448	[S] COG5448 Uncharacterized conserved protein
COG5449	[S] COG5449 Uncharacterized conserved protein
COG5450	[K] COG5450 Transcription regulator of the Arc/MetJ class
COG5451	[S] COG5451 Predicted secreted protein
COG5452	[S] COG5452 Uncharacterized conserved protein
COG5453	[S] COG5453 Uncharacterized conserved protein
COG5454	[S] COG5454 Predicted secreted protein
COG5455	[S] COG5455 Predicted integral membrane protein
COG5456	[P] COG5456 Predicted integral membrane protein linked to a cation pump
COG5457	[S] COG5457 Uncharacterized conserved small protein
COG5458	[S] COG5458 Uncharacterized conserved protein
COG5459	[J] COG5459 Predicted rRNA methylase
COG5460	[S] COG5460 Uncharacterized conserved protein
COG5461	[N] COG5461 Type IV pili component
COG5462	[S] COG5462 Predicted secreted (periplasmic) protein
COG5463	[S] COG5463 Predicted integral membrane protein
COG5464	[S] COG5464 Uncharacterized conserved protein
COG5465	[S] COG5465 Uncharacterized conserved protein
COG5466	[S] COG5466 Predicted small metal-binding protein
COG5467	[S] COG5467 Uncharacterized conserved protein
COG5468	[S] COG5468 Predicted secreted (periplasmic) protein
COG5469	[S] COG5469 Predicted metal-binding protein
COG5470	[S] COG5470 Uncharacterized conserved protein
COG5471	[S] COG5471 Uncharacterized conserved protein
COG5472	[S] COG5472 Predicted small integral membrane protein
COG5473	[S] COG5473 Predicted integral membrane protein
COG5474	[S] COG5474 Uncharacterized conserved protein
COG5475	[S] COG5475 Uncharacterized small protein
COG5476	[S] COG5476 Uncharacterized conserved protein
COG5477	[S] COG5477 Predicted small integral membrane protein
COG5478	[S] COG5478 Predicted small integral membrane protein
COG5479	[M] COG5479 Uncharacterized protein potentially involved in peptidoglycan biosynthesis
COG5480	[S] COG5480 Predicted integral membrane protein
COG5481	[S] COG5481 Uncharacterized conserved small protein containing a coiled-coil domain
COG5482	[S] COG5482 Uncharacterized conserved protein
COG5483	[S] COG5483 Uncharacterized conserved protein
COG5484	[S] COG5484 Uncharacterized conserved protein
COG5485	[R] COG5485 Predicted ester cyclase
COG5486	[S] COG5486 Predicted metal-binding integral membrane protein
COG5487	[S] COG5487 Small integral membrane protein
COG5488	[S] COG5488 Integral membrane protein
COG5489	[S] COG5489 Uncharacterized conserved protein
COG5490	[S] COG5490 Uncharacterized conserved protein
COG5491	[N] COG5491 Conserved protein implicated in secretion
COG5492	[N] COG5492 Bacterial surface proteins containing Ig-like domains
COG5493	[S] COG5493 Uncharacterized conserved protein containing a coiled-coil domain
COG5494	[O] COG5494 Predicted thioredoxin/glutaredoxin
COG5495	[S] COG5495 Uncharacterized conserved protein
COG5496	[R] COG5496 Predicted thioesterase
COG5497	[S] COG5497 Predicted secreted protein
COG5498	[M] COG5498 Predicted glycosyl hydrolase
COG5499	[K] COG5499 Predicted transcription regulator containing HTH domain
COG5500	[S] COG5500 Predicted integral membrane protein
COG5501	[S] COG5501 Predicted secreted protein
COG5502	[S] COG5502 Uncharacterized conserved protein
COG5503	[S] COG5503 Uncharacterized conserved small protein
COG5504	[O] COG5504 Predicted Zn-dependent protease
COG5505	[S] COG5505 Predicted integral membrane protein
COG5506	[S] COG5506 Uncharacterized conserved protein
COG5507	[S] COG5507 Uncharacterized conserved protein
COG5508	[S] COG5508 Uncharacterized conserved small protein
COG5509	[S] COG5509 Uncharacterized small protein containing a coiled-coil domain
COG5510	[S] COG5510 Predicted small secreted protein
COG5511	[R] COG5511 Bacteriophage capsid protein
COG5512	[R] COG5512 Zn-ribbon-containing, possibly RNA-binding protein and truncated derivatives
COG5513	[S] COG5513 Predicted secreted protein
COG5514	[S] COG5514 Uncharacterized conserved protein
COG5515	[S] COG5515 Uncharacterized conserved small protein
COG5516	[R] COG5516 Conserved protein containing a Zn-ribbon-like motif, possibly RNA-binding
COG5517	[Q] COG5517 Small subunit of phenylpropionate dioxygenase
COG5518	[R] COG5518 Bacteriophage capsid portal protein
COG5519	[L] COG5519 Superfamily II helicase and inactivated derivatives
COG5520	[M] COG5520 O-Glycosyl hydrolase
COG5521	[S] COG5521 Predicted integral membrane protein
COG5522	[S] COG5522 Predicted integral membrane protein
COG5523	[S] COG5523 Predicted integral membrane protein
COG5524	[R] COG5524 Bacteriorhodopsin
COG5525	[R] COG5525 Bacteriophage tail assembly protein
COG5526	[S] COG5526 Uncharacterized conserved protein
COG5527	[L] COG5527 Protein involved in initiation of plasmid replication
COG5528	[S] COG5528 Predicted integral membrane protein
COG5529	[R] COG5529 Pyocin large subunit
COG5530	[S] COG5530 Predicted integral membrane protein
COG5531	[B] COG5531 SWIB-domain-containing proteins implicated in chromatin remodeling
COG5532	[S] COG5532 Uncharacterized conserved protein
COG5533	[O] COG5533 Ubiquitin C-terminal hydrolase
COG5534	[L] COG5534 Plasmid replication initiator protein
COG5535	[L] COG5535 DNA repair protein RAD4
COG5536	[O] COG5536 Protein prenyltransferase, alpha subunit
COG5537	[D] COG5537 Cohesin
COG5538	[U] COG5538 Preprotein translocase subunit Sec66
COG5539	[O] COG5539 Predicted cysteine protease (OTU family)
COG5540	[O] COG5540 RING-finger-containing ubiquitin ligase
COG5541	[O] COG5541 Vesicle coat complex COPI, zeta subunit
COG5542	[S] COG5542 Predicted integral membrane protein
COG5543	[S] COG5543 Uncharacterized conserved protein
COG5544	[R] COG5544 Predicted periplasmic lipoprotein
COG5545	[R] COG5545 Predicted P-loop ATPase and inactivated derivatives
COG5546	[S] COG5546 Small integral membrane protein
COG5547	[S] COG5547 Small integral membrane protein
COG5548	[S] COG5548 Small integral membrane protein
COG5549	[O] COG5549 Predicted Zn-dependent protease
COG5550	[O] COG5550 Predicted aspartyl protease
COG5551	[S] COG5551 Uncharacterized conserved protein
COG5552	[S] COG5552 Uncharacterized conserved protein
COG5553	[R] COG5553 Predicted metal-dependent enzyme of the double-stranded beta helix superfamily
COG5554	[Q] COG5554 Nitrogen fixation protein
COG5555	[N] COG5555 Cytolysin, a secreted calcineurin-like phosphatase
COG5556	[S] COG5556 Uncharacterized conserved protein
COG5557	[C] COG5557 Polysulphide reductase
COG5558	[L] COG5558 Transposase
COG5559	[S] COG5559 Uncharacterized conserved small protein
COG5560	[O] COG5560 Ubiquitin C-terminal hydrolase
COG5561	[S] COG5561 Predicted metal-binding protein
COG5562	[R] COG5562 Phage envelope protein
COG5563	[S] COG5563 Predicted integral membrane proteins containing uncharacterized repeats
COG5564	[R] COG5564 Predicted TIM-barrel enzyme, possibly a dioxygenase
COG5565	[R] COG5565 Bacteriophage terminase large (ATPase) subunit and inactivated derivatives
COG5566	[S] COG5566 Uncharacterized conserved protein
COG5567	[N] COG5567 Predicted small periplasmic lipoprotein
COG5568	[S] COG5568 Uncharacterized small protein
COG5569	[S] COG5569 Uncharacterized conserved protein
COG5570	[S] COG5570 Uncharacterized small protein
COG5571	[N] COG5571 Autotransporter protein or domain, integral membrane beta-barrel involved in protein secretion
COG5572	[S] COG5572 Predicted integral membrane protein
COG5573	[R] COG5573 Predicted nucleic-acid-binding protein, contains PIN domain
COG5574	[O] COG5574 RING-finger-containing E3 ubiquitin ligase
COG5575	[L] COG5575 Origin recognition complex, subunit 2
COG5576	[K] COG5576 Homeodomain-containing transcription factor
COG5577	[M] COG5577 Spore coat protein
COG5578	[S] COG5578 Predicted integral membrane protein
COG5579	[S] COG5579 Uncharacterized conserved protein
COG5580	[O] COG5580 Activator of HSP90 ATPase
COG5581	[M] COG5581 Predicted glycosyltransferase
COG5582	[S] COG5582 Uncharacterized conserved protein
COG5583	[S] COG5583 Uncharacterized small protein
COG5584	[S] COG5584 Predicted small secreted protein
COG5585	[T] COG5585 NAD+--asparagine ADP-ribosyltransferase
COG5586	[S] COG5586 Uncharacterized conserved protein
COG5587	[S] COG5587 Uncharacterized conserved protein
COG5588	[S] COG5588 Uncharacterized conserved protein
COG5589	[S] COG5589 Uncharacterized conserved protein
COG5590	[S] COG5590 Uncharacterized conserved protein
COG5591	[S] COG5591 Uncharacterized conserved protein
COG5592	[S] COG5592 Uncharacterized conserved protein
COG5593	[J] COG5593 Nucleic-acid-binding protein possibly involved in ribosomal biogenesis
COG5594	[S] COG5594 Uncharacterized integral membrane protein
COG5595	[R] COG5595 Zn-ribbon-containing, possibly nucleic-acid-binding protein
COG5596	[O] COG5596 Mitochondrial import inner membrane translocase, subunit TIM22
COG5597	[M] COG5597 Alpha-N-acetylglucosamine transferase
COG5598	[H] COG5598 Trimethylamine:corrinoid methyltransferase
COG5599	[T] COG5599 Protein tyrosine phosphatase
COG5600	[L] COG5600 Transcription-associated recombination protein
COG5601	[K] COG5601 General negative regulator of transcription subunit
COG5602	[B] COG5602 Histone deacetylase complex, SIN3 component
COG5603	[N] COG5603 Subunit of TRAPP, an ER-Golgi tethering complex
COG5604	[S] COG5604 Uncharacterized conserved protein
COG5605	[S] COG5605 Predicted small integral membrane protein
COG5606	[S] COG5606 Uncharacterized conserved small protein
COG5607	[S] COG5607 Uncharacterized conserved protein
COG5608	[S] COG5608 Conserved secreted protein
COG5609	[S] COG5609 Uncharacterized conserved protein
COG5610	[R] COG5610 Predicted hydrolase (HAD superfamily)
COG5611	[R] COG5611 Predicted nucleic-acid-binding protein, contains PIN domain
COG5612	[S] COG5612 Predicted integral membrane protein
COG5613	[S] COG5613 Uncharacterized conserved protein
COG5614	[R] COG5614 Bacteriophage head-tail adaptor
COG5615	[S] COG5615 Predicted integral membrane protein
COG5616	[S] COG5616 Predicted integral membrane protein
COG5617	[S] COG5617 Predicted integral membrane protein
COG5618	[R] COG5618 Predicted periplasmic lipoprotein
COG5619	[S] COG5619 Uncharacterized conserved protein
COG5620	[S] COG5620 Uncharacterized conserved protein
COG5621	[R] COG5621 Predicted secreted hydrolase
COG5622	[N] COG5622 Protein required for attachment to host cells
COG5623	[A] COG5623 Pre-mRNA cleavage and polyadenylation factor IA/II complex, subunit CLP1
COG5624	[K] COG5624 Transcription initiation factor TFIID, subunit TAF12 (also component of histone acetyltransferase SAGA)
COG5625	[K] COG5625 Predicted transcription regulator containing HTH domain
COG5626	[S] COG5626 Uncharacterized conserved small protein
COG5627	[L] COG5627 DNA repair protein MMS21
COG5628	[R] COG5628 Predicted acetyltransferase
COG5629	[S] COG5629 Predicted metal-binding protein
COG5630	[E] COG5630 Acetylglutamate synthase
COG5631	[K] COG5631 Predicted transcription regulator, contains HTH domain (MarR family)
COG5632	[M] COG5632 N-acetylmuramoyl-L-alanine amidase
COG5633	[R] COG5633 Predicted periplasmic lipoprotein
COG5634	[S] COG5634 Uncharacterized conserved protein
COG5635	[T] COG5635 Predicted NTPase (NACHT family)
COG5636	[S] COG5636 Uncharacterized conserved protein, contains Zn-ribbon-like motif
COG5637	[S] COG5637 Predicted integral membrane protein
COG5638	[S] COG5638 Uncharacterized conserved protein
COG5639	[S] COG5639 Uncharacterized conserved small protein
COG5640	[O] COG5640 Secreted trypsin-like serine protease
COG5641	[K] COG5641 GATA Zn-finger-containing transcription factor
COG5642	[S] COG5642 Uncharacterized conserved protein
COG5643	[R] COG5643 Protein containing a metal-binding domain shared with formylmethanofuran dehydrogenase subunit E
COG5644	[S] COG5644 Uncharacterized conserved protein
COG5645	[R] COG5645 Predicted periplasmic lipoprotein
COG5646	[S] COG5646 Uncharacterized conserved protein
COG5647	[O] COG5647 Cullin, a subunit of E3 ubiquitin ligase
COG5648	[B] COG5648 Chromatin-associated proteins containing the HMG domain
COG5649	[S] COG5649 Uncharacterized conserved protein
COG5650	[S] COG5650 Predicted integral membrane protein
COG5651	[N] COG5651 PPE-repeat proteins
COG5652	[S] COG5652 Predicted integral membrane protein
COG5653	[M] COG5653 Protein involved in cellulose biosynthesis (CelD)
COG5654	[S] COG5654 Uncharacterized conserved protein
COG5655	[L] COG5655 Plasmid rolling circle replication initiator protein and truncated derivatives
COG5656	[O] COG5656 Importin, protein involved in nuclear import
COG5657	[D] COG5657 CAS/CSE protein involved in chromosome segregation
